grp1,grp1_size,grp2,grp2_size,grp3,grp3_size,p-value
M_Long_Comedy,29,F,27,35-44_Long_Drama,30,0.0027322410226115245
M_academic-educator_Long,31,programmer_Long,36,lawyer_Comedy,25,0.0003060847222509789
M_25-34_Horror,30,18-24_other_Long,31,F_35-44_Drama,29,0.0003128535306060845
M_35-44,24,M_25-34_Long_Comedy,23,F_35-44_lawyer_Long_Comedy,25,0.001749860678835893
M_Long_Comedy,29,25-34_Long_Action,24,lawyer_Comedy,25,0.030789265988976786
M_25-34_Long_Comedy,21,18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.019923487150949645
18-24_Drama,25,25-34_Action,24,35-44_Long_Comedy,26,0.038829090822438884
F_Long_Action,21,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Comedy,25,0.018877718019981372
F_Long_Action,21,M_18-24_college-grad student_Long,29,F_lawyer_Comedy,25,0.018877718019981372
M_25-34_Long_Action,46,M_other_Long,52,Long_Drama,41,0.00034441902622468746
M_35-44,24,Sci-Fi,23,F_35-44_lawyer_Long_Comedy,25,0.000771167818256641
35-44_academic-educator,27,M_programmer,36,lawyer_Drama,29,0.004618526595257581
25-34_executive-managerial,54,M_other_Long,52,Long_Drama,41,6.598950694274625e-06
M_25-34_executive-managerial_Long,54,other,55,Long_Drama,41,4.863707286492455e-06
M_25-34_scientist_Long,30,25-34_Long_Action,24,F_lawyer_Long_Comedy,25,0.031234586567617545
F_Action,21,25-34_Long_Action,24,F_35-44_lawyer_Long_Comedy,25,0.03884128328175939
M_academic-educator,31,M_Long_Action,42,Long_Comedy,32,0.00012421425665256795
Long_Sci-Fi,33,M_Long_Adventure,29,F_lawyer_Long_Drama,29,0.03791225444036449
F_Action,21,25-34_Long_Action,24,lawyer_Long_Comedy,25,0.03884128328175939
M_18-24_Long,23,M_Long_Adventure,29,F_Long_Comedy,27,0.00765121090767967
M_Drama,50,other_Long,52,Long_Drama,41,0.0014421674901992296
other_Long_Horror,25,F,27,F_35-44_Long_Comedy,26,0.04486994909243938
M_25-34_other_Long_Horror,24,M_18-24_college-grad student,29,F_Long_Comedy,27,0.014354070051591006
M_Horror,31,18-24_other_Long,31,lawyer_Drama,29,0.0004385314924810102
Long_Thriller,26,18-24_other_Long,31,F_Drama,32,0.00016736554890996863
M_35-44,24,35-44_Drama,22,F_lawyer_Comedy,25,0.00033629925104848194
M_War,21,Long_Sci-Fi,23,F_lawyer_Long_Comedy,25,0.016011623198307866
M_25-34_Long_Horror,30,Long_Adventure,32,F_Drama,32,0.00839274244057561
scientist_Long,30,35-44_Drama,22,35-44_lawyer_Comedy,25,0.027669751525943982
35-44_academic-educator_Long,27,programmer_Long,36,35-44_Long_Comedy,26,0.021451107254799363
Long_War,25,M_Long_Adventure,29,M_Long,37,0.014175824763246478
M_35-44_Long,24,M_programmer_Long,36,lawyer_Long_Drama,29,0.0001904995505482992
F_K-12 student_Long,25,18-24_other_Long,31,F_35-44_Long_Drama,29,0.0028350357053935084
M_Long_Horror,31,M_18-24_other,34,Long_Comedy,32,0.0009305985660317464
25-34_scientist,30,college-grad student_Action,22,35-44_lawyer_Long_Comedy,25,0.044809927717727405
M_academic-educator,31,M_programmer,36,F_35-44_lawyer_Drama,29,3.896217098865596e-05
25-34_Long_Horror,30,M_18-24_other_Long,31,F_35-44_Long_Drama,29,0.0003128535306060845
M_Comedy,29,35-44_Drama,22,35-44_lawyer_Long_Comedy,25,0.03161394238419402
Long_Thriller,26,Long_Adventure,32,35-44_Long_Drama,30,0.04164938874154195
25-34_other_Long_Horror,24,F,27,F_Comedy,28,0.04620403258938128
M_scientist_Long,30,F_25-34_Long,22,F_35-44_lawyer_Comedy,25,0.03596041300926176
M_25-34_Comedy,21,18-24_college-grad student,29,35-44_lawyer_Comedy,25,0.019923487150949645
F_<18_Long,25,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.0028350357053935084
M_Long_Horror,31,M_Long_Action,42,F_35-44_Drama,29,0.038410639695274466
F_<18_K-12 student,25,18-24_other_Long,31,F_Long_Comedy,27,0.01726504511684312
scientist,30,M_25-34_Long_Comedy,23,35-44_lawyer_Long_Comedy,25,0.04549048847226462
<18_K-12 student,25,18-24_college-grad student,29,35-44_Comedy,26,0.03025321784384257
Thriller,26,M_18-24_college-grad student,29,F_Long_Comedy,27,0.009940695515180101
War,25,M_35-44_programmer_Long,31,F_35-44_Drama,29,0.01927088721857
M_Long_Horror,31,18-24_other,34,35-44_Drama,30,8.284153800640264e-05
Drama,80,college-grad student_Long,112,lawyer,86,3.9345991678138136e-05
executive-managerial,60,35-44_scientist_Long_Comedy,41,Long_Drama,41,6.58143601831875e-06
25-34_scientist,30,25-34_Action,24,F_35-44_lawyer_Long_Comedy,25,0.031234586567617545
War,25,M_programmer,36,F_35-44_Drama,29,0.026332623270255835
M_25-34_Long_Comedy,21,M_18-24_college-grad student,29,35-44_lawyer_Long_Comedy,25,0.019923487150949645
War,25,Long_Sci-Fi,23,35-44_lawyer_Long_Comedy,25,0.00018880635827081557
Sci-Fi,33,F,27,F_lawyer_Drama,29,0.008623022089189974
M_Horror,31,M_Action,42,35-44_Drama,30,0.03313437784261317
M_Long_Comedy,29,18-24_other_Long,31,F_lawyer_Drama,29,0.0006151624495501593
F_<18,25,M_18-24_college-grad student,29,lawyer_Long_Comedy,25,0.02769955092811976
Long_Sci-Fi,33,18-24_other_Long,31,F_lawyer_Comedy,25,0.015106457032140915
War,25,programmer_Long,36,35-44_lawyer_Long_Comedy,25,0.033394371857175545
Long_War,25,M_35-44_programmer,31,F_35-44_lawyer_Comedy,25,0.02551307770932544
M_other_Horror,25,Sci-Fi,23,F_lawyer_Long_Comedy,25,0.031088527980252266
35-44_academic-educator_Long,27,25-34_Long_Comedy,26,lawyer_Comedy,25,0.0198662749960656
other_Horror,25,25-34_Long_Action,24,35-44_lawyer_Comedy,25,0.032715191169008576
Thriller,26,Long_Sci-Fi,23,F_35-44_Comedy,26,0.031346622085629265
M_Long_Horror,31,Long_Adventure,32,35-44_Long_Drama,30,0.023580811498108204
F_Drama,30,M_18-24_other,34,35-44_Drama,30,6.483847065859024e-05
M_Long_Action,55,scientist_Long_Comedy,42,Long_Drama,41,0.015860216597351665
M_Long_War,21,Sci-Fi,23,35-44_Long_Comedy,26,0.017220244530525657
25-34_executive-managerial_Long,54,M_Action,42,F_Long_Drama,32,0.0006610589918975623
<18_Long,25,M_18-24_other_Long,31,lawyer_Drama,29,0.0028350357053935084
Long_Thriller,26,18-24_other_Long,31,F_35-44_lawyer_Long_Drama,29,0.00045335147826501305
M_academic-educator,31,programmer,36,F_35-44_lawyer_Long_Drama,29,3.896217098865596e-05
M_academic-educator,31,M_programmer_Long,36,35-44_lawyer_Long_Drama,29,3.896217098865596e-05
M_academic-educator_Long,31,F,27,35-44_lawyer_Long_Comedy,25,0.0002083159536797103
Long_Horror,44,35-44_scientist_Comedy,43,Drama,41,4.913568603282415e-05
M_Long_Horror,31,M_18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.0063240157884010125
other_Long_Horror,25,Long_Sci-Fi,23,lawyer_Long_Comedy,25,0.031088527980252266
25-34_Long_Horror,30,F,27,F_35-44_Long_Comedy,26,0.04175105978496972
M_25-34_other_Horror,24,M_18-24_college-grad student_Long,29,35-44_Comedy,26,0.017173905327523612
M_other_Horror,25,Sci-Fi,23,lawyer_Long_Comedy,25,0.031088527980252266
M_25-34_Long_Drama,35,M_18-24_other,34,lawyer_Long_Drama,29,0.0009238282500266229
M_Comedy,29,35-44_programmer,31,F_lawyer_Drama,29,0.02968392213235257
25-34_Long_Sci-Fi,22,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.019001813584591104
War,25,25-34_Comedy,26,F_35-44_lawyer_Long_Comedy,25,0.0351198074665551
F_Drama,30,Long_Adventure,32,35-44_Long_Drama,30,0.038384253836333045
25-34_scientist,30,Long_Sci-Fi,23,F_lawyer_Long_Comedy,25,0.029930277946777925
35-44_academic-educator_Long,27,M_35-44_Drama,22,F_Comedy,28,0.009645665412974257
M_academic-educator,31,F,27,35-44_Long_Comedy,26,0.00024246622607591677
M_Long_Horror,31,F_Long,27,F_Comedy,28,0.047842022270381555
25-34_scientist_Long,30,25-34_Comedy,26,F_35-44_lawyer_Comedy,25,0.03639195807002794
Long_War,25,M_18-24_college-grad student,29,F_Long_Comedy,27,0.00010635716478673248
M_executive-managerial,54,M_programmer_Long,36,Comedy,33,0.005196002912890429
M_25-34_other_Horror,24,Adventure,32,lawyer_Drama,29,0.03802656920807688
K-12 student,25,F_Long,27,35-44_lawyer_Drama,29,0.02058085438537604
M_Long_Comedy,29,M_programmer,36,35-44_Drama,30,0.02388258171160272
35-44_academic-educator_Long,27,25-34_Long_Comedy,26,F_35-44_lawyer_Comedy,25,0.0198662749960656
35-44_academic-educator_Long,27,M_programmer,36,F_lawyer_Long_Comedy,25,0.019408091214114884
M_25-34_executive-managerial,54,M_Action,42,Drama,41,2.3701251639966916e-05
M_academic-educator_Long,31,Adventure,32,lawyer_Long_Comedy,25,0.00028098978030386616
F_Long_Action,21,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.018877718019981372
other_Horror,25,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.013473646508122784
M_35-44,24,18-24_college-grad student,29,lawyer_Comedy,25,0.002731303182089731
M_other_Horror,25,18-24_college-grad student,29,35-44_lawyer_Comedy,25,0.013473646508122784
M_25-34_Long_Horror,30,F,27,35-44_lawyer_Drama,29,0.0036873381391242356
F_Action,21,M_18-24_college-grad student_Long,29,35-44_Long_Comedy,26,0.02108031972284965
18-24_Long_Drama,25,F_Long,27,F_35-44_Long_Comedy,26,0.045956239575609535
M_Long_Comedy,29,M_18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.009142521503841324
M_18-24_Long,23,35-44_Drama,22,35-44_lawyer_Comedy,25,0.0019378757820921616
F_K-12 student,25,M_18-24_college-grad student,29,lawyer_Long_Comedy,25,0.02769955092811976
M_25-34_scientist,30,F_25-34_Long,22,lawyer_Long_Comedy,25,0.03596041300926176
25-34_scientist_Long,30,M_35-44_Drama,22,35-44_lawyer_Comedy,25,0.027669751525943982
Long_War,25,F_Long,27,F_Comedy,28,0.0001337446801117426
scientist_Long,30,35-44_programmer_Long,31,lawyer_Comedy,25,0.04322090991507979
M_academic-educator_Long,31,F_Long,27,F_lawyer_Long_Drama,29,8.826965256257903e-06
35-44,42,other,55,Drama,41,0.00012199332370056936
Long_War,25,F,27,35-44_lawyer_Long_Drama,29,6.198075839832485e-05
25-34_Adventure,24,18-24_college-grad student_Long,29,F_35-44_Long_Comedy,26,0.032814075458987624
F_<18,25,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,0.017813470054839846
M_25-34_executive-managerial,54,M_Long_Action,42,Drama,41,2.3701251639966916e-05
M_Comedy,29,25-34_Long_Action,24,35-44_Comedy,26,0.03598390987662809
academic-educator,38,18-24_other,34,F_Long_Drama,32,0.00020435417081170613
M_Long_Comedy,29,programmer,36,F_35-44_lawyer_Long_Drama,29,0.02717541984576239
M_Long_Comedy,29,M_18-24_college-grad student,29,F_lawyer_Comedy,25,0.023639041821473514
35-44_academic-educator,27,M_Long_Adventure,29,Long_Comedy,32,0.00832588706525531
M_25-34_Horror,30,M_Long_Action,42,F_lawyer_Drama,29,0.029554688551098444
War,25,35-44_Drama,22,35-44_lawyer_Comedy,25,0.00029470283587123116
scientist,30,F_Long,27,F_lawyer_Comedy,25,0.027675855968377176
25-34_Long_Horror,30,18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.005458120629692474
35-44_academic-educator_Long,27,M_18-24_other_Long,31,F_35-44_Drama,29,0.00024758824277905936
Long_War,25,M_programmer_Long,36,F_lawyer_Comedy,25,0.033394371857175545
M_25-34_scientist_Long,30,Sci-Fi,23,F_35-44_lawyer_Comedy,25,0.029930277946777925
M_Long_Adventure,26,M_18-24_college-grad student,29,F_35-44_Long_Comedy,26,0.03418864201748818
Long_War,25,M_programmer_Long,36,lawyer_Comedy,25,0.033394371857175545
25-34_Long_Horror,30,M_Long_Adventure,29,F_lawyer_Long_Drama,29,0.026479753186038325
War,25,F,27,F_Comedy,28,0.0001337446801117426
M_35-44,24,programmer_Long,36,35-44_Long_Comedy,26,0.001268699337017905
M_25-34_scientist_Long,30,35-44_Drama,22,F_35-44_lawyer_Comedy,25,0.027669751525943982
25-34_Drama,35,Long_Adventure,32,35-44_Long_Drama,30,0.04870509738286574
M_35-44,24,M_programmer,36,F_35-44_lawyer_Long_Drama,29,0.0001904995505482992
<18_K-12 student_Long,25,18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.02769955092811976
Thriller,26,18-24_college-grad student,29,F_Long_Comedy,27,0.009940695515180101
War,25,M_35-44_Drama,22,F_35-44_Comedy,26,0.00028574380569648715
M_Long_War,21,25-34_Action,24,F_35-44_Long_Comedy,26,0.017749362638262677
M_Long_Comedy,29,M_18-24_other_Long,31,35-44_Long_Drama,30,0.0004573915793588451
25-34_scientist_Long,30,M_35-44_Long_Drama,22,lawyer_Comedy,25,0.027669751525943982
M_War,21,F_25-34,22,F_35-44_lawyer_Long_Comedy,25,0.041939761537301994
25-34_Horror,30,M_18-24_other,34,F_35-44_lawyer_Long_Drama,29,8.362998176610616e-05
M_35-44_Long,24,35-44_programmer,31,F_lawyer_Long_Comedy,25,0.002018185262620478
35-44_academic-educator,27,M_Adventure,29,35-44_Drama,30,0.0021732259686095433
Sci-Fi,33,18-24_other,34,F_lawyer_Long_Drama,29,0.0004778676484942386
M_35-44_Long,24,F_Long,27,F_35-44_lawyer_Comedy,25,0.00055709129628298
M_other_Horror,25,25-34_Action,24,35-44_Long_Comedy,26,0.037731914758830254
25-34_scientist,30,M_25-34_Long_Comedy,23,F_lawyer_Long_Comedy,25,0.04549048847226462
M_25-34_Long_Drama,35,18-24_other_Long,31,Long_Comedy,32,0.01078009991084538
25-34_executive-managerial,54,M_35-44_Long_Comedy,47,Long_Drama,41,1.2255196991733503e-06
Long_War,25,35-44_programmer_Long,31,35-44_lawyer_Long_Drama,29,0.01927088721857
18-24_Long,98,college-grad student,112,F_Long,101,2.479836007589491e-05
other_Long_Action,21,18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.03100554171296482
M_academic-educator_Long,31,M_35-44_programmer_Long,31,F_lawyer_Drama,29,7.272360014915318e-05
M_35-44_Long,24,35-44_Drama,22,35-44_lawyer_Comedy,25,0.00033629925104848194
M_25-34_Long_Action,46,M_35-44_Long_Comedy,47,Drama,41,2.352913335686823e-05
F_Long_Drama,30,M_18-24_other_Long,31,F_lawyer_Long_Comedy,25,0.0037294138481090877
other_Horror,25,25-34_Action,24,lawyer_Comedy,25,0.032715191169008576
F_<18_K-12 student,25,18-24_other_Long,31,F_lawyer_Long_Comedy,25,0.017813470054839846
Thriller,26,18-24_other_Long,31,F_35-44_lawyer_Long_Drama,29,0.00045335147826501305
War,25,M_18-24_other_Long,31,35-44_lawyer_Comedy,25,3.1601619740961346e-06
25-34_executive-managerial_Long,54,M_35-44_scientist_Long_Comedy,41,Comedy,33,4.357408468809716e-05
M_Adventure,26,Long_Sci-Fi,23,F_35-44_lawyer_Comedy,25,0.04986158713431788
M_other_Long_Action,21,M_18-24_college-grad student,29,F_35-44_lawyer_Long_Comedy,25,0.03100554171296482
35-44_academic-educator,27,F,27,F_35-44_lawyer_Long_Drama,29,0.0010727156675025826
F_Action,21,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.018877718019981372
35-44_academic-educator_Long,27,M_35-44_programmer,31,lawyer_Drama,29,0.0060506938759984676
M_25-34_scientist_Long,30,35-44_Long_Drama,22,35-44_lawyer_Long_Comedy,25,0.027669751525943982
M_executive-managerial_Long,54,Long_Action,46,Comedy,33,0.006929159501225266
M_25-34_scientist,30,M_25-34_Long_Comedy,23,lawyer_Long_Comedy,25,0.04549048847226462
25-34_Long_Horror,30,18-24_other_Long,31,F_Long_Comedy,27,0.005238630914795084
25-34_Sci-Fi,22,M_18-24_college-grad student_Long,29,35-44_Comedy,26,0.022440002960029317
M_Comedy,29,F_Long,27,F_Comedy,28,0.03420500085907566
other_Long_Horror,25,M_18-24_other_Long,31,35-44_Comedy,26,0.005539523450551488
25-34_scientist,30,M_college-grad student_Action,22,F_35-44_lawyer_Long_Comedy,25,0.044809927717727405
M_25-34_Long_Sci-Fi,22,18-24_college-grad student,29,F_35-44_Comedy,26,0.022440002960029317
M_Horror,31,F_Long,27,35-44_lawyer_Long_Comedy,25,0.04011826243610997
25-34_Sci-Fi,22,25-34_Action,24,lawyer_Comedy,25,0.046669000092497984
F_sales-marketing_Long,79,M_Comedy,84,F_35-44_lawyer,86,2.1965909607347495e-06
M_Horror,31,18-24_other_Long,31,F_35-44_lawyer_Comedy,25,0.0063240157884010125
M_35-44_Long,24,35-44_Long_Drama,22,35-44_lawyer_Comedy,25,0.00033629925104848194
M_35-44_Long,24,25-34_Long_Comedy,26,35-44_lawyer_Long_Comedy,25,0.0011350058041263201
<18_K-12 student_Long,25,18-24_other_Long,31,F_35-44_Comedy,26,0.020701209501298567
Long_Thriller,26,18-24_other_Long,31,35-44_lawyer_Comedy,25,0.0036923970956352996
35-44_academic-educator,27,35-44_programmer_Long,31,35-44_lawyer_Long_Comedy,25,0.026898211912384513
25-34_Long_Horror,30,M_Long_Adventure,29,35-44_Long_Drama,30,0.022488278838192124
Drama,80,college-grad student_Long,112,35-44_lawyer_Long,86,3.9345991678138136e-05
M_25-34_Long_Action,46,other_Long,52,Drama,41,0.00034441902622468746
M_War,21,M_18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.006374565128120835
25-34_executive-managerial_Long,54,M_Action,42,Long_Comedy,32,0.005455588684896682
25-34_scientist_Long,30,Long_Sci-Fi,23,35-44_lawyer_Comedy,25,0.029930277946777925
Thriller,26,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.00045335147826501305
25-34_scientist_Long,30,M_college-grad student_Long_Action,22,lawyer_Long_Comedy,25,0.044809927717727405
M_academic-educator,31,Long_Adventure,32,lawyer_Drama,29,1.8567302800739805e-05
25-34_Long_Comedy,22,M_18-24_college-grad student,29,F_35-44_lawyer_Comedy,25,0.01795131435687518
18-24_Drama,25,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.0006400666809756342
War,25,18-24_other_Long,31,lawyer_Long_Comedy,25,3.1601619740961346e-06
35-44_academic-educator_Long,27,18-24_other_Long,31,35-44_lawyer_Comedy,25,0.003914407202490477
Long_Sci-Fi,33,M_Long_Adventure,29,F_35-44_lawyer_Drama,29,0.03791225444036449
other_Long_Horror,25,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.013473646508122784
25-34_executive-managerial_Long,54,M_programmer,36,Long_Comedy,32,0.0046161768228656875
35-44_academic-educator_Long,27,M_35-44_programmer,31,F_Drama,32,0.0028340169417819245
M_Comedy,29,25-34_Action,24,F_lawyer_Long_Comedy,25,0.030789265988976786
25-34_Horror,30,18-24_other_Long,31,35-44_Comedy,26,0.006978766368573173
M_35-44,24,M_Long_Adventure,29,35-44_lawyer_Comedy,25,0.0009529197463288262
25-34_Horror,30,18-24_other_Long,31,Comedy,33,0.0031339854166608687
25-34_Long_Comedy,22,18-24_college-grad student_Long,29,lawyer_Comedy,25,0.01795131435687518
M_Comedy,29,M_35-44_programmer_Long,31,lawyer_Drama,29,0.02968392213235257
M_Long_Adventure,26,M_18-24_college-grad student_Long,29,F_lawyer_Comedy,25,0.03053816926390392
scientist,30,college-grad student_Action,22,35-44_lawyer_Long_Comedy,25,0.044809927717727405
F_Action,21,Long_Sci-Fi,23,F_35-44_Comedy,26,0.04267128126669587
<18_K-12 student_Long,25,M_18-24_college-grad student,29,F_35-44_Long_Comedy,26,0.03025321784384257
<18_K-12 student_Long,25,M_18-24_other_Long,31,35-44_lawyer_Long_Comedy,25,0.017813470054839846
scientist_Long,30,18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.030849807255216098
M_Adventure,26,Adventure,32,lawyer_Long_Drama,29,0.028569872779462095
35-44_academic-educator,27,M_35-44_programmer_Long,31,lawyer_Comedy,25,0.026898211912384513
Long_War,25,Adventure,32,F_Long_Comedy,27,0.001548698800171161
F_<18_Long,25,18-24_college-grad student_Long,29,lawyer_Comedy,25,0.02769955092811976
25-34_Long_Horror,30,M_Adventure,29,F_35-44_lawyer_Long_Drama,29,0.026479753186038325
25-34_scientist_Long,30,college-grad student_Action,22,lawyer_Comedy,25,0.044809927717727405
Long_War,25,M_Long_Adventure,29,35-44_Long_Comedy,26,0.0031788543143074772
M_35-44,24,programmer_Long,36,F_35-44_Drama,29,0.0001904995505482992
F_K-12 student_Long,25,M_18-24_college-grad student,29,F_lawyer_Comedy,25,0.02769955092811976
other_Long_Horror,25,18-24_college-grad student,29,35-44_lawyer_Comedy,25,0.013473646508122784
25-34_Comedy,22,M_18-24_college-grad student,29,35-44_Comedy,26,0.019922207467221495
War,25,M_18-24_college-grad student_Long,29,F_35-44_Comedy,26,0.00012311375242015962
M_Horror,31,F_Long,27,F_lawyer_Drama,29,0.005055394988139517
F_Drama,30,M_18-24_other,34,F_Long_Drama,32,2.662886110469663e-05
other_Horror,25,18-24_college-grad student,29,lawyer_Comedy,25,0.013473646508122784
M_other_Horror,25,Long_Sci-Fi,23,35-44_lawyer_Long_Comedy,25,0.031088527980252266
F_K-12 student_Long,25,18-24_other_Long,31,F_Comedy,28,0.019878455792448145
other_Long_Horror,25,M_18-24_college-grad student_Long,29,F_Long_Comedy,27,0.012634484133005611
M_Comedy,29,35-44_Long_Drama,22,F_35-44_lawyer_Long_Comedy,25,0.03161394238419402
35-44_academic-educator,27,M_Adventure,29,F_lawyer_Comedy,25,0.01770545861960956
F_<18,25,M_18-24_other_Long,31,35-44_lawyer_Long_Comedy,25,0.017813470054839846
M_Long_Comedy,29,programmer,36,F_lawyer_Drama,29,0.02717541984576239
M_25-34_other_Horror,24,F,27,F_35-44_Comedy,26,0.046756997332416866
M_25-34_scientist,30,25-34_Action,24,35-44_lawyer_Long_Comedy,25,0.031234586567617545
M_academic-educator_Long,31,Long_Adventure,32,F_Long_Drama,32,4.7719678615913844e-06
F_Drama,30,18-24_other_Long,31,F_35-44_Comedy,26,0.004512035675497012
War,25,M_programmer_Long,36,M,37,0.04167510424427518
25-34_scientist,30,35-44_Drama,22,F_lawyer_Comedy,25,0.027669751525943982
M_Long_War,21,M_18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.006374565128120835
25-34_Long_Comedy,22,18-24_college-grad student,29,F_lawyer_Comedy,25,0.01795131435687518
M_academic-educator,31,M_Long_Adventure,29,F_lawyer_Comedy,25,0.00030294955987311895
35-44_academic-educator_Long,27,M_programmer_Long,36,F_lawyer_Long_Drama,29,0.004618526595257581
M_25-34_Horror,30,18-24_other_Long,31,35-44_lawyer_Comedy,25,0.005458120629692474
35-44_academic-educator,27,18-24_college-grad student_Long,29,F_35-44_lawyer_Long_Comedy,25,0.015375484056048279
35-44_academic-educator,27,25-34_Comedy,26,35-44_Long_Comedy,26,0.022031708730714493
other_Horror,25,Long_Adventure,32,35-44_Drama,30,0.037577022793996114
M_18-24,23,M_35-44_programmer,31,F_35-44_Long_Comedy,26,0.037065718187918414
F_<18,25,M_18-24_other_Long,31,F_35-44_Long_Drama,29,0.0028350357053935084
M_Adventure,26,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.03053816926390392
K-12 student_Long,25,F_Long,27,35-44_lawyer_Long_Drama,29,0.02058085438537604
Sci-Fi,33,F_Long,27,F_lawyer_Drama,29,0.008623022089189974
M_Drama,50,M_35-44_Comedy,49,Long_Drama,41,0.0001663051892154623
F_sales-marketing_Long,79,M_scientist_Long,89,lawyer_Long,86,1.558612224809503e-12
25-34_executive-managerial,54,Long_Action,46,Long_Comedy,32,0.005997002941393508
18-24_Long,98,M_25-34,120,35-44,93,0.0036500072383842085
M_academic-educator_Long,31,M_18-24_other_Long,31,F_35-44_lawyer_Drama,29,1.4050680759691694e-06
academic-educator_Long,38,programmer_Long,36,Long_Comedy,32,0.03424553973565288
<18,25,18-24_college-grad student,29,F_35-44_Comedy,26,0.03025321784384257
other_Horror,25,25-34_Action,24,35-44_lawyer_Comedy,25,0.032715191169008576
F_K-12 student_Long,25,M_18-24_other_Long,31,35-44_lawyer_Long_Drama,29,0.0028350357053935084
F_Action,21,25-34_Long_Action,24,F_35-44_lawyer_Comedy,25,0.03884128328175939
M_25-34_scientist_Long,30,25-34_Comedy,26,F_35-44_lawyer_Comedy,25,0.03639195807002794
War,25,Sci-Fi,23,F_35-44_Comedy,26,0.0001848770339085349
35-44_academic-educator,27,M_35-44_programmer,31,35-44_lawyer_Long_Drama,29,0.0060506938759984676
M_Adventure,26,M_Adventure,29,F_35-44_Drama,29,0.035531839407322664
Drama,80,Long_Comedy,86,F_lawyer_Long,86,0.020487370215976696
M_other_Horror,25,25-34_Long_Action,24,35-44_Comedy,26,0.037731914758830254
35-44_academic-educator_Long,27,M_35-44_programmer,31,35-44_Long_Drama,30,0.005117291279168295
M_other_Horror,25,18-24_other_Long,31,35-44_Long_Drama,30,0.00032860059234393857
M_Long_Horror,31,M_Adventure,29,F_35-44_Long_Drama,29,0.0368679153164349
Long_Sci-Fi,33,F,27,35-44_lawyer_Drama,29,0.008623022089189974
25-34_scientist,30,35-44_Drama,22,F_35-44_lawyer_Comedy,25,0.027669751525943982
M_25-34_Long_Horror,30,F_Long,27,35-44_Drama,30,0.002937720776389219
M_Long_Comedy,29,Sci-Fi,23,F_35-44_lawyer_Long_Comedy,25,0.028574002634608426
25-34_scientist,30,M_25-34_Long_Comedy,23,F_35-44_lawyer_Comedy,25,0.04549048847226462
M_executive-managerial_Long,54,scientist_Comedy,44,Long_Drama,41,3.4658839480110193e-07
<18,25,M_18-24_other_Long,31,F_Long_Comedy,27,0.01726504511684312
Long_War,25,Adventure,32,35-44_Long_Drama,30,0.000798524842074621
F_Drama,30,Adventure,32,F_35-44_Long_Drama,29,0.043375027109873364
M_Horror,31,F,27,35-44_Long_Drama,30,0.004098477619695212
War,25,Long_Sci-Fi,23,F_lawyer_Long_Comedy,25,0.00018880635827081557
M_25-34_Horror,30,M_Long_Adventure,29,35-44_lawyer_Drama,29,0.026479753186038325
M_Long_Comedy,29,M_18-24_other_Long,31,F_35-44_Comedy,26,0.011201346758161182
25-34_Long_Comedy,22,M_18-24_college-grad student_Long,29,F_35-44_Comedy,26,0.019922207467221495
F_sales-marketing,79,college-grad student,112,35-44_lawyer,86,9.179361039532123e-06
War,25,M_35-44_programmer_Long,31,F_lawyer_Long_Drama,29,0.01927088721857
M_25-34_other_Long_Horror,24,25-34_Action,24,F_lawyer_Comedy,25,0.033998865253830654
M_scientist,30,M_college-grad student_Action,22,35-44_lawyer_Long_Comedy,25,0.044809927717727405
M_18-24_Long,23,college-grad student_Long_Action,22,35-44_lawyer_Comedy,25,0.03763287940401561
M_35-44,24,25-34_Action,24,lawyer_Long_Comedy,25,0.0009457929926734769
M_Long_Sci-Fi,24,M_18-24_college-grad student_Long,29,F_lawyer_Long_Comedy,25,0.025475413582290274
35-44_academic-educator_Long,27,35-44_Long_Drama,22,F_lawyer_Comedy,25,0.009306056651132403
Long_War,25,25-34_Comedy,26,F_35-44_Long_Comedy,26,0.032888389499627614
M_Long_Comedy,29,M_18-24_other_Long,31,lawyer_Long_Drama,29,0.0006151624495501593
M_Long_Comedy,29,Long_Sci-Fi,23,35-44_lawyer_Comedy,25,0.028574002634608426
